svensk,german,optional,page,chapter
praktisk,praktisch,"(-t, -a)",108,18
astma,Asthma,(-n),108,18
officiell,offiziell,"(-t, -a)",110,18
landsnummer,Landesnummer,"(landsnumret, −, landsnumren)",110,19
öken,Wüste,"(öknen, öknar, öknarna)",111,19
buddhist,Buddhist,"(-en, -er, -erna)",111,19
språkkurs,Sprachkurs,"(-en, -er, -erna)",113,19
lära,sig lernen,"(lär, lärde, lärt)",114,19
tur,Tour,"(-en, -er, -erna)",114,19
frånskild,geschieden,"(-t, -a)",115,19
huslig,häuslich,"(-t, -a)",116,19
repetera,wiederholen,"(-r, -de, -t)",117,20
mapp,Datei,"(-en, -ar, -arna)",118,20
snedstreck,Schrägstrich,"(-et, −, -en)",118,20
ikon,Icon,"(-en, -er, -erna)",119,20
Jo,Doch,"",120,20
maträtt,Gericht,"(-en, -er, -erna)",123,20
dill,Dill,(-en),123,20
älgpark,Elchpark,"(-en, -er, -erna)",123,20
ättika,Essigsäure,(-n),123,20
festmat,Festessen,(-en),123,21
få,wenige,"",124,21
diet,Diät,"(-en, -er, -erna)",124,21
ekologisk,biologisch,"(-t, -a)",126,21
natt,Nacht,"(-en, nätter, nätterna)",127,21
colombiansk,kolumbianisch,"(-t, -a)",128,21
nyzeeländsk,neuseeländisch,"(-t, -a)",128,21
uteservering,"Straßencafé, Biergarten","(-en, -ar, -arna)",129,21
Kapitel,13,"",131,22
fotbollsproffs,Fußballprofi,"(-et, −, -en)",131,22
dit,dahin,"",133,22
översättare,Übersetzer/in,"(-n, −, översättarna)",134,22
hämtmat,Take-away-Essen,(-en),134,22
naturlig,natürlich,"(-t, -a)",135,22
guide,"Fremdenführer/ in, Reiseleiter/in","(-n, -er, -erna)",139,22
noggrann,genau,"(-t, -a)",139,22
naturligtvis,natürlich,"",139,22
tjänst,Dienstleistung,"(-en, -er, -erna)",141,23
vila,ausruhen,"(-r, -de, -t)",141,23
ved,Feuerholz,(-en),141,23
avstånd,Abstand,"(-et, −, -en)",144,23
blåsa,windig sein,"(-er, -te, -t)",147,23
dusch,Dusche,"(-en, -ar, -arna)",147,23
mästerskap,Meisterschaft,"(-et, −, -en)",148,23
jaktkompis,Jagdfreund,"(-en, -ar, -arna)",149,24
kalas,Fest,"(-et, −, -en)",152,24
70-årsfest,siebzigster Geburtstag,"(-en , -er, -erna)",153,24
önskelista,Wunschliste,"(-n, -or, -orna)",153,24
hoppas,hoffen,"",154,24
skilja,sig sich scheiden lassen,"(skilde, skilt)",155,24
konsumera,konsumieren,"(-r, -de, -t)",157,24
dubbelbokad,doppelt gebucht,"(dubbelbokat, dubbelbokade)",159,25
Arlanda,Arlanda,"",160,25
redan,schon,"",161,25
fotbollsträning,Fußballtraining,"(-en, -ar, -arna)",162,25
ostadig,unstabil,"(-t, -a)",163,25
mage,"Bauch, Magen","(-n, -ar, -arna)",165,25
Kapitel,16,"",165,25
samla,sammeln,"(-r, -de, -t)",167,26
samhällskunskap,Sozialkunde,(-en),168,26
jullov,Weihnachtsferien,(-et),168,26
hyra,Miete,"(-n, -or, -orna)",168,26
Israel,Israel,"",168,26
biologi,Biologie,(-n),170,26
halvår,halbes Jahr,(-et),170,26
hoppa,av vorzeitig aufhören,"(-r, -de, -t)",171,26
bild,Bild,"(-en, -er, -erna)",172,26
börsmäklare,Börsenmakler/in,"(-n, −, börsmäklarna)",174,26
skoltid,Schulzeit,"(-en, -er, -erna)",175,27
mambo,jemand der noch bei der Mutti wohnt,(vard),175,27
kokvrå,Kochecke,"(-n, -er, -erna)",177,27
tänka,på an … denken,"(-er, -te, -t)",177,27
sant,wahr,"",178,27
fundera,på darüber nachdenken,"(-r, -de, -t)",179,27
swimingpool,Schwimmbecken,"(-en, -er, -erna)",182,28
kudde,Kissen,"(-en, -ar, -arna)",182,28
vykort,Postkarte,"(-et, −, -en)",184,28
fy,pfui,"",186,28
suffix,Suffix,"(-et, −, -en)",189,28
koffein,Koffein,(-et),190,28
kanna,Kanne,"(-n, -or, -orna)",191,29
dubbelsidig,doppelseitig,"(-t, -a)",191,29
lånekort,Büchereikarte,"(-et, −, -en)",193,29
hörlurar,Kopfhörer,(-na),193,29
strömmad,gestreamt,"",194,29
nörd,Nerd,"(-en, -ar, -arna)",194,29
be,bitten,"(ber, bad, bett)",195,29
arm,Arm,"(-en, -ar, -arna)",197,29
lår,Oberschenkel,"(-et, −, -en)",197,30
doktor,Arzt/Ärztin,"(-n, -er, -erna)",199,30
superkoncentrerad,superkonzentriert,(-e),199,30
seriefigur,Comicfigur,"(-en, -er, -erna)",201,30
astmamedicin,Asthmamedizin,"(-en, -er, -erna)",203,30
tycka,synd om einem Leid tun,"(-er, -te, -t)",203,30
skogspromenad,Waldspaziergang,"(-en, -er, -erna)",204,30
långsam,langsam,"(-t, -ma)",205,30
arbetslöshet,Arbeitslosigkeit,(-en),205,31
sjunka,sinken,"(-er, sjönk, sjunkit)",205,31
inflation,Inflation,(-en),207,31
kran,Wasserhahn,"(-en, -ar, -arna)",207,31
försiktig,vorsichtig,"(-t, -a)",207,31
storvinst,Hauptgewinn,"(-en, -er, -erna)",207,31
drabba,betreffen,"(-r, -de, -t)",208,31
laga,reparieren,"(-r, -de, -t)",208,31
tema,Thema,"(-t, -n, -na)",189,28
arbetsplats,Arbeitsplatz,"(-en, -er, -erna)",189,28
kaffeimport,Kaffeeimport,(-en),190,28
kortläsare,Kartenleser,"(-n, −, kortläsarna)",191,28
koppla,in anschließen,"(-r, -de, -t)",191,29
stänga,av ausschalten,"(-er, -de, -t)",191,29
slå,ett nummer eine Nummer wählen,"(-r, slog, slagit)",193,29
ingår,inbegriffen sein,(im Preis),193,29
starta,starten,"(-r, -de, -t)",194,29
internetbolag,Internetfirma,"(-et, −, -en)",194,29
personalavdelning,Personalabteilung,"(-en, -ar, -arna)",195,29
kroppsdel,Körperteil,"(-en, -ar, -arna)",197,29
finger,Finger,"(fingret, fingrar, fingrarna)",197,30
besvär,Beschwerde,"(-et, −, -en)",199,30
koppla,av sich entspannen,"(-r, -de, -t)",199,30
betala,räkningar Rechnungen bezahlen,"(-r -de, -t)",202,30
slem,Schleim,(-met),203,30
symtom,Symptom,"(-et, −, -en)",204,30
åka,iväg wegfahren,"(-er, -te, -t)",204,30
sömntabletter,Schlaftabletten,"(-en, -er, -erna)",205,30
oavgjort,unentschieden,"",205,31
höja,erhöhen,"(-er, -de, -t)",207,31
göra,mål Tor schießen,"(gör, gjorde, gjort)",207,31
pub,Kneipe,"(-en, -ar, -arna)",207,31
bilist,Autofahrer/in,"(-en, -er, -erna)",207,31
klappar,Geschenke,(-na),207,31
märka,merken,"(-er, -te, -t)",208,31
missnöjd,unzufrieden,"(missnöjt, missnöjda)",208,31
ekonominyheter,Wirtschaftsnachrichten,(-na),209,31
roa,sig sich vergnügen,"(-r, -de, -t)",210,31
total,total,"(-t, -a)",210,31
krypa,in reinkriechen,"(-er, kröp, krupit)",211,32
Saco,[Gewerkschaftliche] Zentralorganisation,(Sveriges akademikers centralorganisation),211,32
gymnasielärare,Gymnasiallehrer/in,"(-n, −, -gymnasielärarna)",211,32
akutsjuksköterska,Akutkrankenschwester,"(-n, -or, -orna)",211,32
vägledare,Berater/in,"(-n, −, -vägledarna)",211,32
majoritet,Mehrheit,"(-en, -er, -erna)",190,28
kaffebryggare,Kaffeemaschine,"(-n, −, kaffebryggarna)",191,28
adapter,Adapter,"(-n, -adaptrar, adaptrarna)",191,29
fyll,på auffüllen,"(-er, -de, -t)",191,29
förlora,verlieren,"(-r, -de, -t)",193,29
spellista,"Wiedergabeliste, Playlist","(-n, -or, -orna)",193,29
musikindustri,Musikindustrie,"(-n, -er, -erna)",194,29
deprimerad,deprimiert,"(deprimerat, deprimerade)",194,29
trots,obwohl,"",196,29
navel,Nabel,"(-n, -navlar, navlarna)",197,29
rygg,Rücken,"(-en, -ar, -arna)",197,29
stjärt,Hintern,"(-en, -ar, -arna)",197,30
kasino,Kasino,"(-t, -n, -na)",199,30
Maldiverna,Maldiven,"",199,30
hjälte,Held,"(-n, -ar, -arna)",201,30
yr,schwindelig schwindlig,"(-t, -a)",203,30
apotek,Apotheke,"(-et, −, -en)",203,30
migrän,Migräne,(-en),203,30
vara,ihop zusammen sein,"(är, var, varit)",204,30
tänka,positivt positiv denken,"(-er, -te, tänkt)",204,30
Kapitel,20,"",205,30
vann,gewann,"",205,31
meddela,mitteilen,"(-r, -de, -t)",207,31
kontra,kontern,"(-r, -de, -t)",207,31
trafikolycka,Verkehrsunfall,"(-n, -or, -orna)",207,31
service,Service,(-n),207,31
bevisa,beweisen,"(-r, -de, -t)",208,31
göra,i ordning fertigstellen,"(gör, gjorde, gjort)",208,31
dollar,Dollar,"(-n, −, -na)",209,31
äga,besitzen,"(-er, -de, -t)",210,31
föra,över überführen,"(för, -de, -t)",210,31
överraskning,Überraschung,"(-en, -ar, -arna)",211,32
vana,Gewohnheit,"(-n, -or, -orna)",211,32
slå,ihop zusammen legen,"(-r, slog, slagit)",211,32
rapport,Bericht,"(-en, -er, -erna)",211,32
optimist,Optimist/in,"(-en, -er, -erna)",211,32
gruvteknik,Bergbautechnik,"(-en, -er, -erna)",211,32
talang,Talent,"(-en, -er, -erna)",211,32
övrig,übrig,"(-t, -a)",192,29
ännu,noch,"",193,29
replik,Satz in einem Dialog,"(-en, -er, -erna)",193,29
inspirera,inspirieren,"(-r, -de, -t)",194,29
lycka,Glück,(-n),194,29
ursäkta,Entschuldigung,"",195,29
hals,Hals,"(-en, -ar, -arna)",197,29
bröst,Brust,"(-et, −, -en)",197,30
peka,zeigen,"(-r, -de, -t)",197,30
snusa,Snus benutzen,"(-r, -de, -t)",199,30
bero,på an … liegen,"(-r, -dde, -t)",199,30
må,illa schlecht sein,"(-r, -dde, -tt)",203,30
upptagen,besetzt,"(upptaget, upptagna)",203,30
patient,Patient,"(-en, -er, -erna)",204,30
få,tillbaka zurückbekommen,"(-r, fick, fått)",204,30
magproblem,Magenproblem,"(-et, −, -en)",205,30
gå,ner sinken,"(-r, gick, gått)",205,31
färre,weniger,"",205,31
stiga,steigen,"(stiger, steg, stigit)",207,31
himmel,Himmel,(himlen),207,31
resultat,Ergebnis,"(-et, −, -en)",207,31
vinst,Gewinn,"(-en, -er, -erna)",207,31
sann,wahr,"(sant, sanna)",208,31
börs,Börse,"(-en, -er, -erna)",209,31
sändning,Sendung,(-en),210,31
rädda,retten,"(-r, -de, -t)",210,31
nåt,etwas,(=något),210,31
medium,Medium,"(mediet, medier, medierna)",211,32
arbetsmarknad,Arbeitsmarkt,"(-en, -er, -erna)",211,32
analytiker,Analytiker/in,"(-n, -er, -erna)",211,32
skjutsköterska,Krankenschwester,"(-n, -or, -orna)",211,32
montör,Monteur/in,"(-en, -er, -erna)",211,32
Barcelona,Barcelona,"",193,29
sportbil,Sportwagen,"(-en, -ar, -arna)",194,29
bolag,Firma,"(-et, −, -en)",194,29
projekt,Projekt,"(-et, −, -en)",194,29
kontakta,Kontakt aufnehmen,"(-r, -de, -t)",196,29
nacke,Nacken,"(-n, -ar, -arna)",197,29
öra,Ohr,"(-t, öron, öronen)",197,30
huvudvärk,Kopfschmerzen,(-en),199,30
misstänka,im Verdacht haben,"(-er, -te, -t)",199,30
Familie,gehört,"",201,30
blodtrycksmedicin,Blutdrucksmedizin,"(-en, -er, -erna)",203,30
förkylning,Erkältung,"(-en, -ar, -arna)",203,30
diagnos,Diagnose,"(-en, -er, -erna)",204,30
mardröm,Albtraum,"(-men, -mar, -marna)",204,30
infarkt,Infarkt,"(-en, -er, -erna)",205,30
snökaos,Schneechaos,"(-et, −, -en)",205,31
arbetsförmedling,Arbeitsamt,"(-en, -ar, -arna)",205,31
låg,niedrig,"(-t, -a)",207,31
publik,Zuschauer,(-en),207,31
trafik,Verkehr,(-en),207,31
taxibolag,Taxiunternehmen,"(-et, −, -en)",207,31
demonstrera,demonstrieren,"(-r, -de, -t)",208,31
farlig,gefährlich,"(-t, -a)",208,31
vinkonsumtion,Weinkonsum,(-en),208,31
Norrland,Norrland,"",209,31
ändra,sig seine Auffassung ändern,"(-r, -de, -t)",210,31
fängelse,Gefängnis,"(-t, -r, -rna)",210,31
medievana,Mediengewohnheit,"(-n, -or, -orna)",211,32
akademiker,Akademiker/in,"(-n, −, -na)",211,32
anställning,Anstellung,"(-en, -ar, -arna)",211,32
informatör,PR-Manager/in,"(-en, -er, -erna)",211,32
väcka,intresse ein Interesse wecken,"(-er, väckte, väckt)",213,32
improvisera,improvisieren,"(-r, -de, -t)",194,29
programmera,programmieren,"(-r, -de, -t)",194,29
entreprenör,Unternehmer,"(-en, -er, -erna)",194,29
vabba,= ta ledigt för vård av sjukt barn frei nehmen,(vard),197,29
knä,Knie,"(-t, -n, -na)",197,29
kind,Backe,"(-en, -er, -erna)",197,30
huvudvärkstablett,Kopfschmerztablette,"(-en, -er, -erna)",199,30
stress,Stress,(-en),199,30
svettas,schwitzen,"(svettas, svettades, svettats)",203,30
Aj!,Au!,"",203,30
läkarbesök,Arztbesuch,"(-et, −, -en)",204,30
supertidig,sehr früh,"(-t, -a)",204,30
fågelfri,vogelfrei,"(-tt, -a)",204,30
ränta,Zins,"(-n, -or, -orna)",205,30
skadad,verletzt,"(-t, -e)",205,31
nivå,Niveau,"(-n, -er, -erna)",207,31
vrida,drehen,"(vrider, vred, vridit)",207,31
olycka,Unfall,"(-n, -or, -orna)",207,31
specialutbildad,spezialausgebildet,(-e),207,31
drabbas,betroffen sein,"(drabbas, drabbades, drabbats)",208,31
stjäla,stehlen,"(-r, -de, -t)",208,31
fattas,fehlen,"(fattas, fattades, fattats)",210,31
pågå,laufen,"(-r, pågick, pågått)",210,31
glasburk,Glas,"(-en, -ar, -arna)",211,32
kvällstidning,Abendzeitung,"(-en, -ar, -arna)",211,32
statistiker,Statistiker/in,"(-n, −, -na)",211,32
rekrytering,Rekrutierung,"(-en, -ar, -arna)",211,32
systemutvecklare,Systementwickler/in,"(-n, −, systemutveckarna)",211,32
kortfattad,kurzgehalten,"(kortattat, kortfattade)",213,32
tandklinik,Zahnklinik,"(-en, -er, -erna)",196,29
öga,Auge,"(-t, -on, -onen)",197,29
höft,Hüfte,"(-en, -er, -erna)",197,29
axel,Schulter,"(-n, axlar, axlarna)",197,30
tablett,Tablette,"(-en, -er, -erna)",199,30
hockeytränare,Hockeytrainer,"(-n, −, -hockeytränarna)",199,30
kunglighet,jemand der zur königlichen,"(-en, -er, -erna)",201,30
hosta,Husten,"(-r, -de, -t)",203,30
stackare,Armer,"(-n, −, stackarna)",203,30
råd,Rat,"(-et, −, -en)",204,30
fågelhatare,Vogelhasser,"(-n, −, -na)",204,30
underrubrik,Untertitel,"(-en, -er, -erna)",205,30
oavgjord,unentschieden,"(oavgjort, oavgjorda)",205,31
chefsekonom,Chefökonom,"(-en, -er, -erna)",207,31
match,Spiel,"(-en , -er, -erna)",207,31
riktig,richtig,"(-t, -a)",207,31
desperat,desperat,(-a),207,31
tidningssida,Zeitungsseite,"(-n, -or, -orna)",208,31
arbetslöshet,Arbeitslosigkeit,(-en),208,31
euro,Euro,"(-n, −, na)",209,31
"insamling (-en, -ar, -arna) (Spenden-)Sammlung",undefined,"(-en, -ar, -arna) (Spenden-)",210,31
riskera,riskieren,"(-r, -de, -t)",210,31
terrass,Terrasse,"(-en, -er, -erna)",211,32
publicera,veröffentlichen,"(-r, -de, -t)",211,32
exempelvis,beispielsweise,"",211,32
operationssjukssköterska,OP-Schwester,"(-n, -or, -orna)",211,32
studievägledare,Studienberater/in,"(-n, −, studievägledarna)",211,32
haka,Kinn,"(-n, -or, -orna)",197,30
tävla,wettkämpfen,"(-r, -de, -t)",197,30
koncentrerad,konzentriert,(-e),199,30
figur,Figur,"(-en, -er, -erna)",201,30
blodtryck,Blutdruck,"(-et, −, -en)",203,30
hjärntumör,Gehirntumor,"(-en, -er, -erna)",203,30
tevekväll,Fernsehabend,"(-en, -ar, -arna)",204,30
upplevelse,Erlebnis,"(-n, -r, -rna)",204,30
gå,upp steigen,"(-r, gick, gått)",205,30
bostadslån,Wohnungsdarlehen,"(-et, −, -en)",205,31
rekordlåg,rekordniedrig,"(-t, -a)",207,31
stöd,Unterstützung,"(-et, −, -en)",207,31
inträffa,eintreffen,"(-r, -de, -t)",207,31
jultomte,Weihnachtsmann,"(-n, -ar, -arna)",207,31
Bahamas,Bahamas,"",207,31
möjlighet,Möglichkeit,"(-en, -er, -erna)",208,31
hälsa,Gesundheit,(-n),208,31
kulturhistoriker,Kulturhistoriker/in,"(-n, −, -na)",210,31
belopp,Betrag,"(-et, −, -en)",210,31
packa,upp auspacken,"(-r, -de, -t)",211,32
vardag,Wochentag,"(-en, -ar, -arna)",211,32
prognos,Vorhersage,"(-en, -er, -erna)",211,32
kulturarbetare,Kulturarbeiter/in,"(-n, −, kulturarbetarna)",211,32
operation,Operation,"(-en, -er, -erna)",211,32
yrkesvägledare,Berufsberater/in,"(-n, −, yrkesvägledarna)",211,32
göra,ont weh tun,"(gör, gjorde, gjort)",203,30
kräkas,sich erbrechen,"(kräks, kräktes, kräkts)",203,30
febertermometer,Fieberthermometer,"(-n, febertermometrar, febertermometrarna)",203,30
agera,spielen,"(-r, -de, -t)",204,30
identitet,Identität,"(-en, -er, -erna)",204,30
göra,slut Schluss machen,"(gör, gjorde, gjort)",204,30
notis,Notiz,"(-en, -er, -erna)",205,30
tomte,Heinzelmännchen,"(-n, -ar, -arna)",205,31
höjning,Erhöhung,"(-en, -ar, -arna)",207,31
binda,binden,"(binder, band, bundit)",207,31
publikstöd,Unterstützung der Zuschauer,(-et),207,31
snöoväder,Schneeunwetter,"(snöovädret, −, snöovädren)",207,31
chaufför,Fahrer/in,"(-en, -er, -erna)",207,31
risk,Risiko,"(-en, -er, -erna)",208,31
banktjänsteman,Bankbeamter,"(-nen, banktjänstemän, banktjänstemännen)",208,31
Götaland,Götaland,"",209,31
Schweiz,Schweiz,"",210,31
spindel,Spinne,"(-n, spindlar, spindlarna)",211,32
webbradio,Webradio,(-n),211,32
biomedicin,Biomedizin,(-en),211,32
akuten,Notaufnahme,"",211,32
Högskoleverket,Hochschulamt,"",211,32
relationsexpert,Beziehungsexperte / Beziehungsexpertin,"(-en, -er, -erna)",204,30
hobby,Hobby,"(-n, -er, -erna)",204,30
mirakel,Wunder,"(miraklet, −, miraklen)",205,30
seriekrock,Massenkollision,"(-en, -ar, -arna)",205,31
förvånad,erstaunt,"(förvånat, förvånade)",207,31
marginal,Überschuss,"(-en, -er, -erna)",207,31
slang,Schlauch,"(-en, -ar, -arna)",207,31
dela,ut verteilen,"(-r, -de, -t)",207,31
byggnad,Gebäude,"(-en, -er, -erna)",208,31
sammanfatta,zusammenfassen,"(-r, -de, -t)",208,31
Svealand,Svealand,"",209,31
konto,Konto,"(-t, -n, -na)",210,31
giftspindel,Giftspinne,"(-n, -giftspindlar, giftspindlarna)",211,32
dagstidning,Tageszeitung,"(-en, -ar, -arna)",211,32
balans,Gleichgewicht,(-en),211,32
behov,Bedarf,"(-et, −, -en)",211,32
truckförare,Gabelstaplerfahrer/in,"(-n, −, -na)",211,32
nyhetsartikel,Nachrichtenartikel,"(-n, nyhetsartiklar, nyhetsartiklarna)",213,32
namninsamling,Unterschriftensammlung,"(-en, -ar, -arna)",210,31
orolig,unruhig,"(-t, -a)",211,32
terrarium,Terrarium,"(terrariet, terrarier, terrarierna)",211,32
schwedischer,Akademiker,"",211,32
konkurrens,Konkurrenz,(-en),211,32
inkludera,mit einbeziehen,"(-r, -de, -t)",211,32
industriarbete,Industriearbeiter/in,"(-t, -n, -na)",211,32
klassrumsfraser,Phrasen für das Klassenzimmer,"",0,0
Jag förstår inte.,Ich verstehe nicht.,"",0,0
Jaha! Nu förstår jag!,Aha! Jetzt verstehe ich!,"",0,0
Jag har en fråga.,Ich habe eine Frage.,"",0,0
Förstår du/ni?,Verstehst du?/Verstehen Sie?/Versteht ihr?,"",0,0
Har ni några frågor?,Habt ihr/Haben Sie Fragen?,"",0,0
Titta på sidan X i textboken/övningsboken.,Schau/Schauen Sie/Schaut bitte Seite X im Textbuch /Übungsbuch an.,"",0,0
Läs texten på sidan X.,Lies/Lesen Sie/Lest den Text auf Seite X.,"",0,0
Stäng boken.,Mach/Machen Sie/Macht das Buch zu.,"",0,0
Hur säger man … på svenska?,Wie sagt man … auf Schwedisch?,"",0,0
Vad betyder det?,Was bedeutet das?,"",0,0
Lyssna.,Hör zu. /Hören Sie zu./Hört zu.,"",0,0
Säg efter mig.,Sprich/Sprechen Sie/Sprecht mir nach.,"",0,0
Skriv!,Schreib ! /Schreiben Sie!/Schreibt!,"",0,0
Arbeta i par.,Arbeiten Sie/Arbeitet im Paar.,"",0,0
Prata svenska!,Sprich/Sprechen Sie/Sprecht Schwedisch!,"",0,0
Du kan svenska!,Du kannst/Sie können Schwedisch!,"",8,0
Jag heter,Ich heiße,"",9,0
vad bra,wie gut,"",9,0
Vad heter … på svenska?,Wie heißt … auf Schwedisch?,"",0,0
Hur uttalar man … ?,Wie spricht man … aus?,"",0,0
Hur stavar/skriver man … ?,Wie schreibt man … ?,"",0,0
Ursäkta?,Wie bitte?,"",0,0
bitte,nochmal sagen?,"",0,0
Kan du säga det en gång till?,Kannst du/Können Sie das,"",0,0
Vad talar du för språk?,Welche Sprachen sprichst du / sprechen Sie,"",9,0
lite,ein Bisschen,"",9,0
så klart,natürlich,"",9,0
vad … för,welche,"",9,0
Vad heter du?,Wie heißt du/heißen Sie?,"",9,0
pyttelite,ein kleines Bisschen,"",9,0
sätta ett kryss,ein Kreuz machen,"",10,2
Och du?,Und du/Sie?,"",9,0
lycka till,viel Glück,"",12,2
rätt alternativ,die richtige Alternative,"",14,2
bo ihop,zusammen wohnen,"",14,3
studera till,studieren um … zu werden,"",13,2
ringa in,einen Kreis machen um,"",9,0
Vad kul!,Wie schön!,"",9,0
Hur mår du?,Wie geht es dir/Ihnen?,"",17,3
samma,der/die/das selbe,"",14,3
Jo tack.,Ich kann nicht klagen.,"",17,3
Det är bra.,Mir gehts gut.,"",17,3
bara bra,nur gut,"",17,3
Hur är läget?,Wie geht’s so?,"",17,3
Hur är det?,Wie geht’s?,"",17,3
Allt väl?,Alles gut?,"",17,3
Det är lugnt.,Alles in Butter.,"",17,3
för mycket,zu viel,"",17,3
jodå,joa,"",17,3
som vanligt,normal,"",17,3
så där,geht so,"",17,3
Helt okej.,Ganz in Ordnung.,"",17,3
Hur står det till?,Wie gehts?,"",17,3
Jag är förkyld.,Ich bin erkältet.,"",17,3
faktiskt,ehrlich gesagt,"",17,3
God morgon!,Guten Morgen!,"",17,3
Oj då!,Au wei.,"",17,3
God dag.,Guten Tag,"",19,3
lite,ein Bisschen,"",17,3
västra,Sverige Westschweden,"",19,3
hemma,zu hause,"",20,4
i sommar,diesen Sommer,"",20,4
det blir,das wird,"",20,4
det här,dies,"",21,4
kul,schön/spaßig,"",21,4
till exempel,zum Beispiel,"",21,4
Vi ses!,Wir sehen uns!,"",21,4
just det,genau,"",21,4
Du med!,Du auch!,"",21,4
Hej då!,Tschüss!,"",21,4
Ha det så bra!,Machs gut!,"",21,4
Tack så mycket.,Vielen Dank.,"",23,4
Det var så lite.,Nicht der Rede wert.,"",23,4
absolut,auf jeden Fall,"",23,4
en flaska vatten,eine Flasche Wasser,"",24,5
ett par skor,ein paar Schuhe,"",24,5
obestämd form,unbestimmte Form,"",24,5
hur många,wieviele,"",28,5
När är du född?,Wann bist du geboren?/Wann sind Sie geboren?,"",28,5
kasta tärning,würfeln,"",28,5
samma år som,das selbe Jahr wie,"",28,5
morfar,Opa mütterlicherseits,"",28,5
faktiskt inte,doch nicht/auch nicht,"",28,5
jag fyller 83 i år,ich werde dieses Jahr 83,"",28,5
Hur mycket är klockan?,Wieviel Uhr ist es?,"",29,5
hur mycket,wieviel,"",28,5
halv sju,halb sieben,"",29,5
kvart i,Viertel vor,"",29,5
fem över halv,fünf nach halb,"",29,5
Hon/Den är,Es ist …,"",29,5
kvart över,Viertel nach,"",29,5
fem i,fünf vor,"",29,5
vilken tid,zu welcher Zeit,"",30,5
fem i halv,fünf vor halb,"",29,5
vid fem,um fünf,"",30,5
gå och lägga sig,zu Bett gehen,"",31,6
hur dags,wann,"",30,5
lindy hop,Lindy Hop,"",31,6
pommes frites,Pommes frites,"",31,6
på eftermiddagen,nachmittags,"",31,6
sedan,danach/dann,"",31,6
reflexiva verb,reflexive Verben,"",32,6
hem,nach hause,"",31,6
på kvällen,abends,"",32,6
God natt!,Gute Nacht!,"",34,6
Det blir … kronor.,Das macht … Kronen.,"",35,7
några,ein paar,"",39,7
riven ost,gerieber Käse,"",45,8
varför inte,warum nicht,"",47,9
klassisk musik,klassische Musik,"",49,9
Jag älskar dig,Ich liebe dich,"",54,10
Stämmer det?,Stimmt das?,"",61,11
indefinit pronomen,Indefinitpronomen,"",67,12
Passar de bra?,Passen die gut?,"",74,13
Jag tittar bara.,Ich gucke nur.,"",74,13
Har ni några större/mindre?,Haben Sie größere/kleinere?,"",77,14
ett par gånger,ein paar Mal,"",78,14
mitt i stan,in der Innenstadt,"",79,14
presens perfekt,Perfekt,"",81,15
baka kanelbullar,Zimtschnecken backen,"",84,15
Solen skiner.,Die Sonne scheint.,"",86,15
gå på klubb,in die Disco gehen,"",90,16
det beror på,das hängt ab von,"",93,16
komma in till/på,ankommen an,"",97,17
fem över,fünf nach,"",97,17
artificiell,ö künstliche Insel,"",101,17
i stället för,anstatt,"",108,18
i 70-årsåldern,um 70,"",113,19
stekt potatis,Bratkartoffel,"",123,20
biff med lök,Frikadelle mit Zwiebeln,"",126,21
framifrån,von vorne,"",133,22
direkt tal,direkte Rede,"",144,23
i halsen,im Hals,"",148,23
bästa hälsningar,die besten Grüße,"",154,24
en bit ifrån,ein Stückchen von,"",161,25
ta paus,Pause machen,"",165,25
öppen spis,offener Kamin,"",175,27
det står,es steht,"",178,27
kaffe latte,Kaffe Latte,"",187,28
var god dröj,bitte warten Sie,"",195,29
ont i magen,Bauchschmerzen,"",203,30
Sov gott!,Schlaf gut!/Schlafen Sie gut!/Schlaft gut!,"",34,6
Något annat?,Noch etwas?,"",35,7
latte,Kaffee Latte,"",35,7
demonstrativa pronomen,Denomstrativpronomen,"",38,7
Var finns …?,Wo gibt es …?,"",42,8
Vad ska ni se?,Was guckt ihr?,"",46,9
ikväll,heute Abend,"",47,9
Vad gör du på fritiden?,Was machst du in deiner Freizeit?,"",49,9
tänk själv,denke selber,"",53,10
Är det sant?,Stimmt das?,"",56,10
Nederländerna,die Niederlande,"",60,11
i våras,letzten Frühling,"",67,12
Vad kan jag hjälpa er med?,Wie kann ich Ihnen helfen?,"",72,13
en storlek mindre,eine Größe kleiner,"",74,13
då ska vi se,dann schauen wir mal,"",74,13
prata engelska,Englisch reden,"",78,14
förra året,letztes Jahr,"",79,14
gå ut,ausgehen,"",79,14
någon gång,irgendwann,"",83,15
Det blåser.,Es ist windig.,"",86,15
Det är dimma.,Es ist neblig.,"",86,15
i en timme,eine Stunde lang,"",91,16
gå i tvåan,in die zweite Klasse gehen,"",94,16
Hur kommer vi till …?,Wie kommen wir nach …?,"",97,17
och så vidare,und so weiter,"",97,17
hörs,voneinander hören,"",103,17
konstitutionell monarki,konstitutionelle Monarchie,"",110,18
inget för mig,nichts für mich,"",114,19
bakad potatis,Backkartoffel,"",123,20
bortifrån,von woanders,"",133,22
stå i baren,in der Bar stehen,"",140,23
kvar bis,zum Ziel,"",147,23
vett och etikett,Knigge,"",152,24
Hur länge då?,Wie lange?,"",158,24
självständiga pronomen,selbständige Pronomen,"",162,25
genom att,indem,"",165,25
andra chans,zweite Chance,"",171,26
ha råd,sich leisten können,"",177,27
äsch,ach was,"",187,28
